Timestamp,Rail_Width_cm,Rail_Length_cm,Angle_deg,Ballast_Deformation_cm
2025-04-15 23:37:17,14.57,22.69,-3.12,2131.93
2025-04-15 23:37:17,11.71,16.72,-24.01,1990.06
2025-04-15 23:37:18,9.24,13.87,-13.97,1970.73
2025-04-15 23:37:18,9.24,13.87,-23.71,1959.04
2025-04-15 23:37:18,0.91,4.95,1.84,2088.14
2025-04-15 23:37:18,0.91,4.95,2.68,1999.17
2025-04-15 23:37:19,0.91,4.95,16.32,1951.52
2025-04-15 23:37:19,0.91,4.95,7.63,1917.39
2025-04-15 23:37:19,0.91,4.95,13.38,1909.76
2025-04-15 23:37:19,0.0,0.0,-8.02,1764.23
2025-04-15 23:37:19,0.0,0.0,-9.9,1868.51
2025-04-15 23:37:20,1.62,1.62,-15.2,1994.04
2025-04-15 23:37:20,1.62,1.62,-13.01,1882.27
2025-04-15 23:37:20,1.62,1.62,-9.85,1880.24
2025-04-15 23:37:20,1.62,1.62,-12.61,1886.61
2025-04-15 23:37:21,1.62,1.62,1.24,1729.19
2025-04-15 23:37:21,0.0,0.0,-12.39,1617.05
2025-04-15 23:37:21,5.85,14.1,-22.93,1733.61
2025-04-15 23:37:21,5.85,14.1,-38.9,1530.39
2025-04-15 23:37:22,8.27,16.52,-31.81,1445.44
2025-04-15 23:37:22,10.57,19.37,-29.18,1300.19
2025-04-15 23:37:22,14.01,23.11,-19.86,1123.14
2025-04-15 23:37:22,8.16,9.01,-9.03,1007.97
2025-04-15 23:37:22,8.16,9.01,-8.34,1010.12
2025-04-15 23:37:23,5.74,6.59,-25.01,985.21
2025-04-15 23:37:23,3.44,3.74,-44.37,1158.83
2025-04-15 23:37:23,0.0,0.0,-45.56,1481.72
2025-04-15 23:37:23,0.0,0.0,-57.39,1934.13
2025-04-15 23:37:24,0.0,0.0,-34.54,2190.71
2025-04-15 23:37:24,0.0,0.0,-29.11,2638.43
2025-04-15 23:37:24,0.0,0.0,-13.85,2625.88
2025-04-15 23:37:24,0.0,0.0,-24.35,2382.78
2025-04-15 23:37:24,0.72,2.16,3.87,2109.45
2025-04-15 23:37:25,0.72,2.16,2.19,1940.18
2025-04-15 23:37:25,0.72,2.16,17.42,1476.29
2025-04-15 23:37:25,0.72,2.16,11.42,1337.48
2025-04-15 23:37:25,0.72,2.16,19.35,1331.54
2025-04-15 23:37:26,0.0,0.0,0.03,1151.1
2025-04-15 23:37:26,0.0,0.0,-8.35,1172.31
2025-04-15 23:37:26,3.75,4.48,-4.5,1081.66
2025-04-15 23:37:26,3.75,4.48,3.52,1202.15
2025-04-15 23:37:26,45.76,55.15,5.07,1403.48
2025-04-15 23:37:27,46.92,58.32,-3.45,1519.82
2025-04-15 23:37:27,46.92,58.32,-13.59,1380.13
2025-04-15 23:37:27,44.2,55.53,-9.79,1360.29
2025-04-15 23:37:27,44.2,55.53,-6.16,1212.71
2025-04-15 23:37:28,3.99,6.69,2.88,825.07
2025-04-15 23:37:28,2.83,3.52,24.04,587.59
2025-04-15 23:37:28,2.83,3.52,38.4,549.63
2025-04-15 23:37:28,1.8,1.83,15.85,592.53
2025-04-15 23:37:29,1.8,1.83,1.5,608.39
2025-04-15 23:37:29,0.0,0.0,2.32,686.29
2025-04-15 23:37:29,0.0,0.0,-9.21,819.29
2025-04-15 23:37:29,0.0,0.0,-3.01,1210.02
2025-04-15 23:37:29,0.0,0.0,6.2,1514.01
2025-04-15 23:37:30,0.0,0.0,14.63,1352.15
2025-04-15 23:37:30,1.82,7.89,-3.76,13257.46
2025-04-15 23:37:30,1.82,7.89,-13.86,22906.75
2025-04-15 23:37:30,1.82,7.89,-26.47,22377.82
2025-04-15 23:37:31,1.82,7.89,-35.02,23632.44
2025-04-15 23:37:31,1.82,7.89,-51.48,23632.44
2025-04-15 23:37:31,0.0,0.0,-51.06,11589.59
2025-04-15 23:37:31,7.38,15.84,-49.31,2285.46
2025-04-15 23:37:31,7.38,15.84,-57.15,2889.79
2025-04-15 23:37:32,7.38,15.84,-51.23,1572.25
2025-04-15 23:37:32,7.38,15.84,-28.69,2223.66
2025-04-15 23:37:32,12.64,22.04,-7.33,2497.46
2025-04-15 23:37:32,5.26,6.2,18.86,2226.53
2025-04-15 23:37:33,5.26,6.2,14.61,1772.85
2025-04-15 23:37:33,5.26,6.2,17.9,1530.87
2025-04-15 23:37:33,6.61,7.72,3.38,1037.42
2025-04-15 23:37:33,2.37,2.63,-7.99,997.17
2025-04-15 23:37:33,2.37,2.63,-16.02,894.29
2025-04-15 23:37:34,3.08,6.63,9.02,924.77
2025-04-15 23:37:34,3.08,6.63,-0.58,910.42
2025-04-15 23:37:34,8.39,11.8,3.59,928.66
2025-04-15 23:37:34,8.8,14.83,-5.44,923.82
2025-04-15 23:37:35,9.41,17.49,-26.51,888.54
2025-04-15 23:37:35,8.7,13.49,-54.54,819.31
2025-04-15 23:37:35,8.7,13.49,-48.22,838.0
2025-04-15 23:37:35,2.04,6.8,-34.56,937.69
2025-04-15 23:37:36,1.0,4.22,-5.47,878.67
2025-04-15 23:37:36,0.39,1.56,6.83,921.91
2025-04-15 23:37:36,0.39,1.56,22.79,887.75
2025-04-15 23:37:36,0.39,1.56,38.66,815.5
2025-04-15 23:37:36,0.39,1.56,16.32,676.33
2025-04-15 23:37:37,0.0,0.0,5.64,624.8
2025-04-15 23:37:37,0.0,0.0,13.24,524.02
2025-04-15 23:37:37,0.0,0.0,12.37,558.44
2025-04-15 23:37:37,0.0,0.0,19.6,621.3
2025-04-15 23:37:38,2.95,3.02,32.35,568.3
2025-04-15 23:37:38,6.07,6.19,25.72,532.93
2025-04-15 23:37:38,6.07,6.19,15.87,512.73
2025-04-15 23:37:38,8.41,8.91,6.72,491.6
2025-04-15 23:37:39,11.37,11.93,-8.51,442.86
2025-04-15 23:37:39,16.98,23.07,-0.72,444.25
2025-04-15 23:37:39,13.86,19.9,13.03,411.04
2025-04-15 23:37:39,13.86,19.9,21.02,384.27
2025-04-15 23:37:40,21.97,35.57,16.09,345.6
2025-04-15 23:37:40,19.48,33.64,0.75,381.01
2025-04-15 23:37:40,10.92,19.48,-26.52,384.04
2025-04-15 23:37:40,21.73,38.75,-49.28,427.88
2025-04-15 23:37:40,21.73,38.75,-63.49,442.78
2025-04-15 23:37:41,11.28,20.36,-44.7,491.55
2025-04-15 23:37:41,12.51,21.35,-38.84,449.21
2025-04-15 23:37:41,12.51,21.35,-38.66,446.13
2025-04-15 23:37:41,1.7,2.08,-38.89,497.73
2025-04-15 23:37:42,1.7,2.08,-38.7,538.38
2025-04-15 23:37:42,1.7,2.08,-52.68,565.05
2025-04-15 23:37:42,0.0,0.0,-53.28,548.43
2025-04-15 23:37:42,0.0,0.0,-25.31,602.35
2025-04-15 23:37:43,0.61,0.91,-23.69,537.19
2025-04-15 23:37:43,3.18,5.81,-24.02,571.44
2025-04-15 23:37:43,5.76,10.36,-6.6,520.89
2025-04-15 23:37:43,5.76,10.36,3.87,581.35
2025-04-15 23:37:43,6.79,13.08,5.97,651.09
2025-04-15 23:37:44,6.66,13.68,1.39,996.28
2025-04-15 23:37:44,6.55,12.12,4.49,1324.77
2025-04-15 23:37:44,8.22,12.71,0.23,1574.95
2025-04-15 23:37:44,8.22,12.71,-1.47,2095.46
2025-04-15 23:37:45,7.19,9.99,-20.86,2181.06
2025-04-15 23:37:45,6.72,8.48,-18.57,1866.55
2025-04-15 23:37:45,8.48,9.48,-7.23,1595.93
2025-04-15 23:37:45,5.18,9.63,-30.0,1439.89
2025-04-15 23:37:45,5.18,9.63,-39.36,1191.53
2025-04-15 23:37:46,5.18,9.63,-35.99,1155.76
2025-04-15 23:37:46,7.11,11.59,-26.24,1139.96
2025-04-15 23:37:46,2.88,7.25,-40.1,1120.56
2025-04-15 23:37:46,2.63,3.11,-34.78,1065.32
2025-04-15 23:37:47,4.52,5.03,-28.41,1170.79
2025-04-15 23:37:47,4.52,5.03,-36.6,1882.37
2025-04-15 23:37:47,2.59,3.07,-22.61,2920.73
2025-04-15 23:37:47,2.59,3.07,-17.11,4756.58
2025-04-15 23:37:48,1.9,1.91,-12.05,5350.67
2025-04-15 23:37:48,0.0,0.0,-22.25,5365.43
2025-04-15 23:37:48,0.0,0.0,-24.91,4859.25
2025-04-15 23:37:48,1.14,1.15,-34.28,4022.82
2025-04-15 23:37:48,1.14,1.15,-39.73,2417.22
2025-04-15 23:37:49,1.14,1.15,-36.53,3193.55
2025-04-15 23:37:49,223.31,238.41,-28.54,5576.0
2025-04-15 23:37:49,223.31,238.41,-13.29,6919.98
2025-04-15 23:37:49,222.17,237.26,-6.06,65522.53
2025-04-15 23:37:50,222.17,237.26,7.01,66343.38
2025-04-15 23:37:50,222.17,237.26,-0.43,65636.33
2025-04-15 23:37:50,1.0,2.92,17.69,63235.19
2025-04-15 23:37:50,1.0,2.92,9.34,61689.58
2025-04-15 23:37:51,1.0,2.92,16.15,2868.6
2025-04-15 23:37:51,1.0,2.92,2.06,1768.12
2025-04-15 23:37:51,1.0,2.92,28.6,2716.17
2025-04-15 23:37:51,1.86,1.86,14.7,2373.62
2025-04-15 23:37:52,3.03,4.18,9.14,2132.31
2025-04-15 23:37:52,3.03,4.18,-23.49,2115.19
2025-04-15 23:37:52,4.18,6.63,-23.87,2026.47
2025-04-15 23:37:52,4.18,6.63,-52.68,322.63
2025-04-15 23:37:52,2.74,8.76,-35.98,201.82
2025-04-15 23:37:53,1.57,6.43,-40.77,250.71
2025-04-15 23:37:53,1.57,6.43,-33.3,262.03
2025-04-15 23:37:53,0.42,3.98,-32.54,341.32
2025-04-15 23:37:53,0.42,3.98,-18.49,397.94
2025-04-15 23:37:54,0.0,0.0,-18.74,419.92
2025-04-15 23:37:54,0.0,0.0,-14.37,414.8
2025-04-15 23:37:54,0.0,0.0,-20.91,446.08
2025-04-15 23:37:54,0.0,0.0,-11.64,438.28
2025-04-15 23:37:55,3.19,3.25,-11.33,423.91
2025-04-15 23:37:55,3.19,3.25,-19.63,429.26
2025-04-15 23:37:55,3.19,3.25,2.52,427.78
2025-04-15 23:37:55,4.1,5.63,4.38,392.84
2025-04-15 23:37:55,4.1,5.63,0.6,344.2
2025-04-15 23:37:56,0.91,2.38,12.28,345.03
2025-04-15 23:37:56,0.91,2.38,-9.33,333.12
2025-04-15 23:37:56,0.91,2.38,-27.29,363.96
2025-04-15 23:37:56,0.0,0.0,-21.47,389.54
2025-04-15 23:37:57,0.0,0.0,-6.22,403.76
2025-04-15 23:37:57,0.0,0.0,-23.17,411.72
2025-04-15 23:37:57,0.0,0.0,-14.89,417.32
2025-04-15 23:37:57,2.67,2.85,-10.84,385.75
2025-04-15 23:37:58,3.17,5.38,-18.83,346.66
2025-04-15 23:37:58,3.17,5.38,-30.06,343.14
2025-04-15 23:37:58,3.17,5.38,-23.91,354.56
2025-04-15 23:37:58,3.17,5.38,-24.14,361.03
2025-04-15 23:37:58,0.5,2.52,-31.94,413.0
2025-04-15 23:37:59,0.0,0.0,-16.23,437.99
2025-04-15 23:37:59,0.59,4.27,2.33,441.55
2025-04-15 23:37:59,2.46,6.14,-1.7,519.95
2025-04-15 23:37:59,2.46,6.14,0.97,2710.65
2025-04-15 23:38:00,4.68,11.03,0.32,2778.0
2025-04-15 23:38:00,4.68,11.03,3.96,4250.51
2025-04-15 23:38:00,4.09,6.76,1.72,9240.01
2025-04-15 23:38:00,2.22,4.89,-9.82,13638.13
2025-04-15 23:38:01,2.22,4.89,-4.59,14315.14
2025-04-15 23:38:01,0.0,0.0,15.1,98094.06
2025-04-15 23:38:01,1.44,1.58,6.59,98271.35
2025-04-15 23:38:01,1.44,1.58,7.77,93744.98
2025-04-15 23:38:01,1.44,1.58,7.87,89619.94
2025-04-15 23:38:02,1.44,1.58,-8.69,87119.07
2025-04-15 23:38:02,1.44,1.58,-19.38,3452.45
2025-04-15 23:38:02,0.0,0.0,-15.8,3453.14
2025-04-15 23:38:02,0.0,0.0,-29.17,3427.08
2025-04-15 23:38:03,0.0,0.0,-24.76,3927.02
2025-04-15 23:38:03,0.0,0.0,-20.48,3912.51
2025-04-15 23:38:03,0.0,0.0,-19.71,4929.38
2025-04-15 23:38:03,0.0,0.0,-15.66,4465.91
2025-04-15 23:38:04,0.0,0.0,-30.04,4442.06
2025-04-15 23:38:04,0.0,0.0,-25.17,3606.94
2025-04-15 23:38:04,0.0,0.0,-9.09,3277.54
2025-04-15 23:38:04,1.97,5.01,-19.63,2047.05
2025-04-15 23:38:04,1.97,5.01,-10.24,874.14
2025-04-15 23:38:05,1.97,5.01,8.31,502.15
2025-04-15 23:38:05,1.97,5.01,15.03,465.14
2025-04-15 23:38:05,1.97,5.01,-3.95,448.71
2025-04-15 23:38:05,0.0,0.0,19.35,456.59
2025-04-15 23:38:06,0.0,0.0,-7.91,444.52
2025-04-15 23:38:06,0.0,0.0,-12.47,437.58
2025-04-15 23:38:06,0.0,0.0,-16.16,430.45
2025-04-15 23:38:06,0.0,0.0,1.93,423.94
2025-04-15 23:38:07,4.3,4.36,-5.96,433.97
2025-04-15 23:38:07,4.3,4.36,13.59,433.27
2025-04-15 23:38:07,6.14,6.98,21.14,393.25
2025-04-15 23:38:07,8.1,12.53,34.98,432.95
2025-04-15 23:38:08,8.1,12.53,42.52,497.98
2025-04-15 23:38:08,3.81,8.17,37.14,582.4
2025-04-15 23:38:08,5.0,9.92,42.14,594.01
2025-04-15 23:38:08,3.16,7.3,30.71,652.46
2025-04-15 23:38:08,1.41,3.81,33.68,701.87
2025-04-15 23:38:09,1.41,3.81,25.39,655.24
2025-04-15 23:38:09,1.41,3.81,30.31,600.33
2025-04-15 23:38:09,0.25,5.05,38.74,543.09
2025-04-15 23:38:09,0.25,5.05,27.99,563.44
2025-04-15 23:38:10,0.04,3.0,14.04,483.44
2025-04-15 23:38:10,3.15,6.12,7.9,483.55
2025-04-15 23:38:10,3.15,6.12,6.31,413.18
2025-04-15 23:38:10,3.11,3.13,-13.65,467.88
2025-04-15 23:38:11,3.11,3.13,1.57,376.03
2025-04-15 23:38:11,3.11,3.13,-6.42,354.15
2025-04-15 23:38:11,0.0,0.0,6.91,351.26
2025-04-15 23:38:11,0.0,0.0,-9.51,369.93
2025-04-15 23:38:11,0.0,0.0,4.75,393.06
2025-04-15 23:38:12,0.0,0.0,16.47,370.76
2025-04-15 23:38:12,0.0,0.0,9.51,398.4
2025-04-15 23:38:12,0.87,3.74,-17.75,369.36
2025-04-15 23:38:12,1.9,5.78,10.58,357.12
2025-04-15 23:38:13,1.9,5.78,-3.58,299.49
2025-04-15 23:38:13,2.36,7.74,-32.81,312.15
2025-04-15 23:38:13,2.36,7.74,-33.06,286.01
2025-04-15 23:38:13,1.49,4.0,-22.52,316.08
2025-04-15 23:38:14,0.45,1.96,-25.67,331.92
2025-04-15 23:38:14,0.45,1.96,-11.2,348.05
2025-04-15 23:38:14,0.0,0.0,21.06,370.48
2025-04-15 23:38:14,1.02,1.85,22.03,420.3
2025-04-15 23:38:14,1.02,1.85,12.37,430.06
2025-04-15 23:38:15,4.18,5.05,5.55,403.06
2025-04-15 23:38:15,4.18,5.05,-15.42,397.56
2025-04-15 23:38:15,4.18,5.05,-47.82,373.71
2025-04-15 23:38:15,3.17,3.2,-28.51,371.3
2025-04-15 23:38:16,3.17,3.2,-26.6,315.35
2025-04-15 23:38:16,0.0,0.0,-32.67,357.12
2025-04-15 23:38:16,0.0,0.0,-16.83,350.17
2025-04-15 23:38:16,0.0,0.0,13.09,356.98
2025-04-15 23:38:17,0.0,0.0,10.03,351.34
2025-04-15 23:38:17,0.0,0.0,31.34,356.68
2025-04-15 23:38:17,0.0,0.0,18.8,327.7
2025-04-15 23:38:17,2.27,4.13,22.81,356.02
2025-04-15 23:38:18,2.27,4.13,20.65,350.47
2025-04-15 23:38:18,2.27,4.13,3.64,326.3
2025-04-15 23:38:18,3.04,6.52,9.09,352.01
2025-04-15 23:38:18,3.04,6.52,36.58,364.59
2025-04-15 23:38:18,0.77,2.38,13.51,398.09
2025-04-15 23:38:19,2.75,5.01,-7.08,404.6
2025-04-15 23:38:19,2.75,5.01,7.32,401.94
2025-04-15 23:38:19,1.97,2.63,-9.51,386.92
2025-04-15 23:38:19,1.97,2.63,-33.11,379.57
2025-04-15 23:38:20,1.97,2.63,-27.31,329.85
2025-04-15 23:38:20,0.0,0.0,-24.97,315.51
2025-04-15 23:38:20,0.0,0.0,-19.82,343.32
2025-04-15 23:38:20,0.0,0.0,-19.97,359.79
2025-04-15 23:38:21,0.9,2.88,-21.58,345.3
2025-04-15 23:38:21,0.9,2.88,-17.96,331.45
2025-04-15 23:38:21,0.9,2.88,-10.22,365.18
2025-04-15 23:38:21,0.9,2.88,-14.66,363.8
2025-04-15 23:38:22,0.9,2.88,-7.37,353.31
2025-04-15 23:38:22,0.0,0.0,-0.7,353.18
2025-04-15 23:38:22,0.0,0.0,-14.46,367.16
2025-04-15 23:38:22,0.0,0.0,-25.06,360.82
2025-04-15 23:38:23,0.0,0.0,-13.31,333.13
2025-04-15 23:38:23,0.0,0.0,-35.38,346.46
2025-04-15 23:38:23,2.23,2.29,-30.33,394.66
2025-04-15 23:38:23,4.57,4.67,-11.73,391.58
2025-04-15 23:38:23,4.57,4.67,5.65,415.33
2025-04-15 23:38:24,7.94,8.22,-12.93,429.72
2025-04-15 23:38:24,7.94,8.22,-0.85,408.64
2025-04-15 23:38:24,5.71,5.94,-3.47,383.64
2025-04-15 23:38:24,3.37,3.55,-22.7,396.75
2025-04-15 23:38:25,3.37,3.55,-36.12,376.16
2025-04-15 23:38:25,0.0,0.0,-43.9,1571.55
2025-04-15 23:38:25,0.0,0.0,-26.36,3287.63
2025-04-15 23:38:25,0.18,2.51,-3.9,3796.75
2025-04-15 23:38:26,0.18,2.51,24.48,4109.93
2025-04-15 23:38:26,3.27,5.8,25.2,4098.09
2025-04-15 23:38:26,3.27,5.8,43.7,2957.35
2025-04-15 23:38:26,3.27,5.8,49.37,1256.84
2025-04-15 23:38:27,3.08,3.3,17.02,803.21
2025-04-15 23:38:27,3.89,5.68,19.37,496.03
2025-04-15 23:38:27,0.81,2.38,32.52,627.98
2025-04-15 23:38:27,0.81,2.38,27.44,633.14
2025-04-15 23:38:27,0.81,2.38,-0.92,723.88
2025-04-15 23:38:28,0.81,2.38,22.98,775.08
2025-04-15 23:38:28,0.0,0.0,6.27,829.38
2025-04-15 23:38:28,2.42,3.15,5.44,850.75
2025-04-15 23:38:28,2.42,3.15,-4.6,831.96
2025-04-15 23:38:29,2.42,3.15,0.9,893.04
2025-04-15 23:38:29,5.42,6.44,-3.0,897.19
2025-04-15 23:38:29,5.42,6.44,-8.18,883.63
2025-04-15 23:38:29,3.0,3.28,-10.15,840.96
2025-04-15 23:38:30,3.0,3.28,12.01,847.92
2025-04-15 23:38:30,3.0,3.28,11.81,771.65
2025-04-15 23:38:30,0.02,0.64,-10.73,709.58
2025-04-15 23:38:30,2.85,3.99,3.54,718.15
2025-04-15 23:38:30,2.85,3.99,8.03,763.35
2025-04-15 23:38:31,2.85,3.99,-13.39,844.35
2025-04-15 23:38:31,3.66,8.01,-23.77,904.36
2025-04-15 23:38:31,3.65,7.37,-11.41,990.31
2025-04-15 23:38:31,3.93,7.22,-15.15,995.47
2025-04-15 23:38:32,3.93,7.22,-22.64,972.29
2025-04-15 23:38:32,3.93,7.22,-14.88,933.94
2025-04-15 23:38:32,3.12,3.2,3.71,882.38
2025-04-15 23:38:32,3.12,3.2,7.58,823.99
2025-04-15 23:38:33,0.0,0.0,-12.45,789.84
2025-04-15 23:38:33,0.0,0.0,-29.31,744.07
2025-04-15 23:38:33,0.0,0.0,-32.63,759.47
2025-04-15 23:38:33,0.22,4.45,-52.97,747.15
2025-04-15 23:38:33,0.22,4.45,-33.64,760.32
2025-04-15 23:38:34,0.22,4.45,-7.6,850.68
2025-04-15 23:38:34,0.22,4.45,23.13,887.9
2025-04-15 23:38:34,0.22,4.45,39.56,860.71
2025-04-15 23:38:34,0.36,4.2,74.01,834.44
2025-04-15 23:38:35,0.36,4.2,51.74,876.55
2025-04-15 23:38:35,0.36,4.2,27.45,850.36
2025-04-15 23:38:35,0.36,4.2,15.5,896.1
2025-04-15 23:38:35,0.36,4.2,18.85,856.0
2025-04-15 23:38:35,0.0,0.0,-2.23,894.51
2025-04-15 23:38:36,0.85,2.51,16.25,798.68
2025-04-15 23:38:36,0.85,2.51,29.04,813.6
2025-04-15 23:38:36,0.85,2.51,34.74,745.77
2025-04-15 23:38:36,0.85,2.51,5.07,725.52
2025-04-15 23:38:37,0.85,2.51,26.86,781.42
2025-04-15 23:38:37,2.21,2.25,10.66,854.89
2025-04-15 23:38:37,2.21,2.25,-0.34,794.59
2025-04-15 23:38:37,6.28,6.32,-11.6,790.4
2025-04-15 23:38:38,6.28,6.32,17.6,821.84
2025-04-15 23:38:38,6.28,6.32,2.31,734.73
2025-04-15 23:38:38,9.66,16.08,-7.99,897.62
2025-04-15 23:38:38,9.66,16.08,-2.68,874.6
2025-04-15 23:38:39,5.59,12.01,11.45,790.21
2025-04-15 23:38:39,5.59,12.01,-20.8,737.22
2025-04-15 23:38:39,5.59,12.01,-6.26,718.35
2025-04-15 23:38:39,0.0,0.0,17.52,468.78
2025-04-15 23:38:40,4.21,5.85,17.21,410.82
2025-04-15 23:38:40,4.21,5.85,-13.89,415.79
2025-04-15 23:38:40,4.21,5.85,16.53,474.93
2025-04-15 23:38:40,4.21,5.85,-16.39,587.62
2025-04-15 23:38:40,4.21,5.85,-42.68,624.62
2025-04-15 23:38:41,0.0,0.0,-47.69,636.15
2025-04-15 23:38:41,116.33,132.14,-24.54,610.94
2025-04-15 23:38:41,116.33,132.14,-56.68,677.65
2025-04-15 23:38:41,117.04,134.5,-55.2,480.02
2025-04-15 23:38:42,117.04,134.5,-23.65,449.39
2025-04-15 23:38:42,117.04,134.5,-12.02,481.36
2025-04-15 23:38:42,0.71,2.35,-12.35,493.96
2025-04-15 23:38:42,1.91,5.12,-7.54,402.97
2025-04-15 23:38:43,1.19,2.76,21.51,577.0
2025-04-15 23:38:43,1.19,2.76,-8.33,567.82
2025-04-15 23:38:43,1.19,2.76,5.0,528.12
2025-04-15 23:38:43,1.19,2.76,-5.88,538.08
2025-04-15 23:38:43,2.84,2.87,5.07,535.3
2025-04-15 23:38:44,4.09,5.43,-21.69,517.83
2025-04-15 23:38:44,4.09,5.43,5.41,472.98
2025-04-15 23:38:44,4.09,5.43,-16.48,512.44
2025-04-15 23:38:44,4.09,5.43,-27.4,529.35
2025-04-15 23:38:45,1.25,2.56,-37.57,576.39
2025-04-15 23:38:45,0.0,0.0,-9.65,481.44
2025-04-15 23:38:45,4.43,6.12,-32.26,587.41
2025-04-15 23:38:45,4.43,6.12,-14.95,725.17
2025-04-15 23:38:46,4.43,6.12,13.68,689.47
2025-04-15 23:38:46,4.43,6.12,12.75,674.65
2025-04-15 23:38:46,4.43,6.12,10.02,653.19
2025-04-15 23:38:46,3.51,3.95,24.3,615.12
2025-04-15 23:38:47,5.33,6.73,27.62,488.1
2025-04-15 23:38:47,5.33,6.73,12.68,500.35
2025-04-15 23:38:47,5.33,6.73,8.64,504.37
2025-04-15 23:38:47,5.33,6.73,-12.65,542.48
2025-04-15 23:38:47,1.82,2.78,-26.83,519.29
2025-04-15 23:38:48,0.86,1.94,-49.48,495.44
2025-04-15 23:38:48,0.86,1.94,-64.13,532.52
2025-04-15 23:38:48,2.81,4.96,-37.07,521.82
2025-04-15 23:38:48,2.81,4.96,-30.22,712.66
2025-04-15 23:38:48,2.81,4.96,-13.1,791.77
2025-04-15 23:38:49,4.51,5.75,-4.42,799.87
